,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
OXTR,0.1154,0.8846,-2.0367311360096627,5.1811287e-07,1.5715377e-06,1e-05,0.25,-1.4861419,-1.4661903,2.7473958,-14.08066,10.864867,0.0007623404,0.0011443102,0.0003811701924909472,0.0011443102352193262,0.0027847508899867535,0.010423542931675911,False,5kpbmc vs Rest,5kpbmc,Rest
ARHGAP6,0.115,0.885,-2.0406554409875968,1.9745396e-06,1.8070473e-06,1e-05,0.25,-0.29991156,-0.3401699,3.433875,-12.951702,13.725453,0.0045740423,0.0022886205,0.0020964360587002098,0.00203432930705658,0.01019059494137764,0.015259973704814911,False,5kpbmc vs Rest,5kpbmc,Rest
PARD3B,0.1146,0.8854,-2.0445916400517006,9.425714e-07,5.407677e-07,1e-05,0.25,0.17436957,0.0703392,3.5405452,-9.618471,11.308377,0.0017152659,0.0007628735,0.0015246807699637887,0.0007628734901462174,0.01761959306895733,0.011909513734281063,False,5kpbmc vs Rest,5kpbmc,Rest
HTR2B,0.1144,0.8855999999999999,-2.046564226327926,1.1453868e-06,1.8132333e-07,1e-05,0.25,1.8347073,1.8069906,2.8460643,-6.7007523,12.519569,0.0017152659,0.0,0.0013340956737183153,0.0,0.014047999866306782,0.0,False,5kpbmc vs Rest,5kpbmc,Rest
AL118508.1,0.1134,0.8866,-2.0564724541129276,4.9998086e-08,6.6408353e-07,1e-05,0.25,-2.3003864,-2.0451965,2.6584816,-9.635054,5.491892,0.0,0.002415766,0.0,0.002161474888747616,0.0,0.010775192640721798,False,5kpbmc vs Rest,5kpbmc,Rest
TRDV1,0.113,0.887,-2.060457086375625,1.0045046e-06,1.2263847e-06,1e-05,0.25,0.0019541497,0.0077285767,3.3832362,-10.384358,10.836535,0.001905851,0.0007628735,0.0011435105774728416,0.0007628734901462174,0.013772544451057911,0.015052984468638897,False,5kpbmc vs Rest,5kpbmc,Rest
LRRC49,0.1124,0.8876,-2.0664571758972166,1.1247367e-06,6.7255513e-07,1e-05,0.25,0.5442968,0.53669834,2.7119725,-8.500038,9.661061,0.0009529255,0.00038143675,0.000952925481227368,0.0002542911633820725,0.005909984465688467,0.0008403651299886405,False,5kpbmc vs Rest,5kpbmc,Rest
TTC36,0.1114,0.8886000000000001,-2.076519784495679,5.988511e-07,1.0702227e-06,1e-05,0.25,-1.0831215,-1.1087227,2.7441456,-10.319119,8.47632,0.0003811702,0.00089001906,0.0003811701924909472,0.0007628734901462174,0.008222122676670551,0.01216448750346899,False,5kpbmc vs Rest,5kpbmc,Rest
CAPNS2,0.1114,0.8886000000000001,-2.076519784495679,8.8444045e-07,2.788037e-07,1e-05,0.25,1.2520691,1.1910152,2.5884972,-7.4538364,9.615063,0.0013340957,0.00012714558,0.0011435105774728416,0.00012714558169103624,0.0040248059667646885,0.0028831197414547205,False,5kpbmc vs Rest,5kpbmc,Rest
CDC25A,0.111,0.889,-2.0805669553600783,1.1014876e-06,1.437555e-06,1e-05,0.25,-0.50617015,-0.60196877,2.7492824,-9.835722,9.814217,0.0009529255,0.002797203,0.0007623403849818944,0.0022886204704386523,0.001344874151982367,0.009121027775108814,False,5kpbmc vs Rest,5kpbmc,Rest
XK,0.111,0.889,-2.0805669553600783,1.9609413e-06,9.688591e-07,1e-05,0.25,0.23896992,0.3000841,3.332531,-10.613648,14.80775,0.0009529255,0.00089001906,0.0005717552887364208,0.0008900190718372536,0.01152013335376978,0.014152145013213158,False,5kpbmc vs Rest,5kpbmc,Rest
MTRNR2L4,0.1108,0.8892,-2.0825953287702186,1.7249612e-07,9.85763e-07,1e-05,0.25,-1.79603,-1.8280029,2.815032,-10.8088665,6.645239,0.0001905851,0.0011443102,0.0001905850962454736,0.00101716465352829,0.0005519406404346228,0.016670888289809227,False,5kpbmc vs Rest,5kpbmc,Rest
SULT1A2,0.1108,0.8892,-2.0825953287702186,4.706185e-07,9.819604e-07,1e-05,0.25,-1.1450337,-1.2488966,2.660807,-8.855389,8.229904,0.0013340957,0.0011443102,0.0011435105774728416,0.0011443102352193262,0.004492968320846558,0.00968861486762762,False,5kpbmc vs Rest,5kpbmc,Rest
SELENBP1,0.1104,0.8896,-2.086661710314624,1.0440561e-06,3.053264e-07,1e-05,0.25,1.2111253,1.1529093,2.800623,-7.992916,10.049896,0.0022870211,0.00012714558,0.0013340956737183153,0.00012714558169103624,0.00718190660700202,0.0003864607133436948,False,5kpbmc vs Rest,5kpbmc,Rest
IGLC6,0.1102,0.8898,-2.08869974214751,1.2720479e-05,3.1717092e-05,1e-05,0.25,-0.6085655,-0.584425,4.8056426,-17.838371,17.196062,0.011625691,0.03674507,0.0024776062511911567,0.0024157660521296883,0.09213854372501373,0.15752309560775757,False,5kpbmc vs Rest,5kpbmc,Rest
HM13-AS1,0.11,0.89,-2.0907410172606378,8.7860246e-07,1.1161799e-06,1e-05,0.25,0.1984659,0.29284477,3.06785,-10.893549,10.236066,0.0011435106,0.00089001906,0.0011435105774728416,0.0007628734901462174,0.017681997269392014,0.015331311151385307,False,5kpbmc vs Rest,5kpbmc,Rest
KLHL14,0.1098,0.8902,-2.0927855476650774,4.9827936e-06,5.851479e-06,1e-05,0.25,-0.3226987,-0.40627098,4.1557856,-14.010867,12.854308,0.0043834574,0.019071838,0.0041928721174004195,0.008900190718372537,0.032630980014801025,0.05651991441845894,False,5kpbmc vs Rest,5kpbmc,Rest
ORC1,0.1096,0.8904,-2.0948333454374555,1.4819334e-06,1.4972413e-06,1e-05,0.25,-0.08086134,-0.06918907,2.5840297,-10.063444,10.765144,0.0036211167,0.006993007,0.002858776443682104,0.004450095359186269,0.017707105726003647,0.021372511982917786,False,5kpbmc vs Rest,5kpbmc,Rest
TEDC2,0.109,0.891,-2.1009964647218955,1.3423909e-06,1.1789864e-06,1e-05,0.25,0.03058587,0.07349396,2.9073079,-10.988734,9.9354725,0.001905851,0.0034329307,0.001905850962454736,0.0025429116338207248,0.017952293157577515,0.007494035642594099,False,5kpbmc vs Rest,5kpbmc,Rest
KIF2C,0.1086,0.8914,-2.1051217721499014,1.73878e-06,1.7763863e-06,1e-05,0.25,0.19703095,0.18960762,2.2155733,-10.400385,11.468699,0.004002287,0.012205976,0.0024776062511911567,0.0049586776859504135,0.012983224354684353,0.014846383593976498,False,5kpbmc vs Rest,5kpbmc,Rest
LINC00470,0.1084,0.8916,-2.1071894314710415,9.712203e-07,4.8536185e-07,1e-05,0.25,0.21903616,0.08471584,2.9991128,-10.68476,9.997295,0.0011435106,0.0007628735,0.000952925481227368,0.0007628734901462174,0.02498847246170044,0.008616926148533821,False,5kpbmc vs Rest,5kpbmc,Rest
IGLC7,0.1082,0.8918,-2.1092604445728345,8.733953e-06,1.8938284e-05,1e-05,0.25,-1.2998568,-1.3470707,4.620525,-17.19925,14.3673115,0.042881645,0.03890655,0.0024776062511911567,0.004577240940877305,0.3232870101928711,0.2632006108760834,False,5kpbmc vs Rest,5kpbmc,Rest
RHOBTB1,0.108,0.892,-2.1113348240739636,1.4397448e-06,8.4961306e-07,1e-05,0.25,0.1377787,0.095253944,3.165941,-11.537971,14.479906,0.0045740423,0.0019071837,0.0036211168286639983,0.0015257469802924348,0.008180049248039722,0.008974228985607624,False,5kpbmc vs Rest,5kpbmc,Rest
FPR3,0.1074,0.8926000000000001,-2.1175782882137666,2.1961416e-06,1.6045954e-06,1e-05,0.25,0.42294985,0.3173704,3.5352063,-12.810813,13.01002,0.011435105,0.004831532,0.00895749952353726,0.003814367450731087,0.022892216220498085,0.014915550127625465,False,5kpbmc vs Rest,5kpbmc,Rest
AL583810.1,0.1072,0.8928,-2.119666260907484,1.0750896e-06,2.7999985e-07,1e-05,0.25,1.1343597,1.0964184,3.2491739,-10.886363,11.860793,0.0007623404,0.0,0.0005717552887364208,0.0,0.004990863613784313,0.0,False,5kpbmc vs Rest,5kpbmc,Rest
AC114956.1,0.1072,0.8928,-2.119666260907484,1.1486866e-06,1.0715116e-06,1e-05,0.25,-0.07642315,-0.07659912,2.855,-9.028345,9.035822,0.0017152659,0.0006357279,0.0015246807699637887,0.0006357279084551812,0.018473902717232704,0.013305607251822948,False,5kpbmc vs Rest,5kpbmc,Rest
FAM87B,0.107,0.893,-2.121757664154862,1.0242738e-06,3.570111e-07,1e-05,0.25,0.8223392,0.8406267,2.7708018,-7.435095,10.614706,0.002096436,0.00025429117,0.001905850962454736,0.0002542911633820725,0.005620051175355911,0.0012046981137245893,False,5kpbmc vs Rest,5kpbmc,Rest
LIMCH1,0.1064,0.8936,-2.1280525880531784,1.1208691e-06,6.235898e-07,1e-05,0.25,1.0201908,1.0348101,3.0862348,-12.218411,10.7051,0.006289308,0.0020343293,0.005526967791118735,0.0019071837253655435,0.016767026856541634,0.009406846016645432,False,5kpbmc vs Rest,5kpbmc,Rest
PPARGC1A,0.1062,0.8938,-2.130157844717744,9.4474166e-07,1.10487754e-07,1e-05,0.25,1.6354572,1.437232,2.9163587,-6.189728,11.127433,0.0043834574,0.00012714558,0.004002287021154946,0.00012714558169103624,0.015598195604979992,0.0006297453655861318,False,5kpbmc vs Rest,5kpbmc,Rest
AL109920.1,0.106,0.894,-2.1322665979075115,1.0808402e-06,5.2379283e-07,1e-05,0.25,0.3423241,0.3125229,3.177613,-9.701431,12.425364,0.0003811702,0.00012714558,0.0001905850962454736,0.00012714558169103624,0.012216992676258087,0.0023075423669070005,False,5kpbmc vs Rest,5kpbmc,Rest
LINC02195,0.106,0.894,-2.1322665979075115,3.8443568e-07,3.4906063e-06,1e-05,0.25,-1.3743957,-1.1434946,3.3061,-15.041546,10.2262,0.0001905851,0.001525747,0.0001905850962454736,0.0011443102352193262,0.0019096704199910164,0.02584606036543846,False,5kpbmc vs Rest,5kpbmc,Rest
LONRF2,0.106,0.894,-2.1322665979075115,9.968185e-07,1.9590561e-07,1e-05,0.25,1.4148691,1.3924866,2.920409,-8.777203,11.802764,0.0017152659,0.00012714558,0.0015246807699637887,0.00012714558169103624,0.023837020620703697,0.0012380291009321809,False,5kpbmc vs Rest,5kpbmc,Rest
MIR4422HG,0.1052,0.8948,-2.140736845431017,4.1645472e-07,1.4347793e-06,1e-05,0.25,-0.8185325,-0.7290964,3.1421034,-11.940744,9.17779,0.0011435106,0.0020343293,0.0011435105774728416,0.001652892561983471,0.014677976258099079,0.023618735373020172,False,5kpbmc vs Rest,5kpbmc,Rest
AL034417.3,0.105,0.895,-2.1428632840524258,7.4793127e-07,8.9167264e-07,1e-05,0.25,-0.34051818,-0.36158657,3.2032495,-10.005625,8.788507,0.0011435106,0.00050858234,0.000952925481227368,0.000508582326764145,0.011473427526652813,0.008359866216778755,False,5kpbmc vs Rest,5kpbmc,Rest
LINC01505,0.1048,0.8952,-2.144993300861619,2.0790217e-06,1.128731e-06,1e-05,0.25,-0.37697172,-0.47644234,3.5011551,-10.73964,12.97822,0.0022870211,0.0011443102,0.001905850962454736,0.0011443102352193262,0.019899552688002586,0.020477870479226112,False,5kpbmc vs Rest,5kpbmc,Rest
MAMDC2-AS1,0.1048,0.8952,-2.144993300861619,9.1222535e-07,1.4765867e-07,1e-05,0.25,1.6409211,1.5652666,2.8050768,-7.3783855,11.340432,0.0011435106,0.00050858234,0.000952925481227368,0.0003814367450731087,0.01416283193975687,0.0014251678949221969,False,5kpbmc vs Rest,5kpbmc,Rest
SSPN,0.1042,0.8958,-2.1514049596478544,7.697659e-06,1.2483122e-05,1e-05,0.25,-0.93577766,-0.8406944,4.2293725,-16.940464,16.129177,0.012006861,0.019453274,0.009338669716028206,0.010934520025429117,0.08230934292078018,0.12372530251741409,False,5kpbmc vs Rest,5kpbmc,Rest
KRT86,0.1036,0.8964,-2.1578493267320313,8.718909e-07,1.3389393e-06,1e-05,0.25,-0.51486427,-0.40332985,3.4110308,-12.8275385,11.910916,0.0007623404,0.0010171647,0.0007623403849818944,0.0007628734901462174,0.004978618118911982,0.012689445167779922,False,5kpbmc vs Rest,5kpbmc,Rest
TRBV24-1,0.1036,0.8964,-2.1578493267320313,6.831603e-07,8.396837e-07,1e-05,0.25,-0.6401112,-0.6298208,3.4383893,-9.065456,9.860086,0.0005717553,0.0006357279,0.0003811701924909472,0.0006357279084551812,0.005760648753494024,0.007684268057346344,False,5kpbmc vs Rest,5kpbmc,Rest
CASC8,0.1036,0.8964,-2.1578493267320313,1.3550244e-06,2.3718608e-06,1e-05,0.25,0.1621093,0.33271408,3.5299585,-12.262266,11.462266,0.0028587764,0.0025429116,0.0024776062511911567,0.0024157660521296883,0.02145369164645672,0.03266026824712753,False,5kpbmc vs Rest,5kpbmc,Rest
FAM69B,0.1036,0.8964,-2.1578493267320313,2.4377744e-06,3.09184e-06,1e-05,0.25,-0.8552382,-0.8189049,3.4433067,-13.055563,14.444537,0.0049552126,0.0040686587,0.003430531732418525,0.003687221869040051,0.02724805660545826,0.05300360172986984,False,5kpbmc vs Rest,5kpbmc,Rest
CERS3,0.1034,0.8966,-2.1600047840884615,4.8456934e-07,9.659407e-07,1e-05,0.25,-0.7889754,-0.75956917,3.233586,-11.836135,10.011204,0.0005717553,0.00089001906,0.0005717552887364208,0.0007628734901462174,0.005475241225212812,0.01074942760169506,False,5kpbmc vs Rest,5kpbmc,Rest
LINC02345,0.1034,0.8966,-2.1600047840884615,1.7046074e-06,2.0705397e-06,1e-05,0.25,-1.0718958,-1.1744814,3.5768912,-14.507596,13.342499,0.0057175527,0.004831532,0.003811701924909472,0.003305785123966942,0.016655096784234047,0.015441391617059708,False,5kpbmc vs Rest,5kpbmc,Rest
GSC,0.1034,0.8966,-2.1600047840884615,1.0712557e-06,3.1056797e-07,1e-05,0.25,1.2876703,1.1874714,2.639485,-8.596411,11.9997835,0.0017152659,0.00025429117,0.0015246807699637887,0.0002542911633820725,0.01316165179014206,0.0023025667760521173,False,5kpbmc vs Rest,5kpbmc,Rest
LHFPL6,0.1032,0.8968,-2.1621639329620264,1.6241521e-06,1.6732622e-06,1e-05,0.25,-0.41174284,-0.4951372,3.0162024,-12.477973,12.498614,0.0068610637,0.002797203,0.005717552887364208,0.002161474888747616,0.015750914812088013,0.014514965005218983,False,5kpbmc vs Rest,5kpbmc,Rest
HBQ1,0.103,0.897,-2.1643267878900585,2.430824e-06,1.2816546e-06,1e-05,0.25,-0.39756903,-0.53003025,3.5723865,-12.979883,11.429072,0.0028587764,0.0010171647,0.001905850962454736,0.0008900190718372536,0.018677495419979095,0.0180366151034832,False,5kpbmc vs Rest,5kpbmc,Rest
SLPI,0.103,0.897,-2.1643267878900585,7.656998e-07,2.0434919e-07,1e-05,0.25,1.0542822,0.8650646,3.1669798,-9.782137,10.869512,0.0028587764,0.00025429117,0.002287021154945683,0.0002542911633820725,0.006703142076730728,0.0008445825660601258,False,5kpbmc vs Rest,5kpbmc,Rest
TREML1,0.1026,0.8974,-2.1686636744826346,7.771044e-06,4.981087e-06,1e-05,0.25,-1.1028453,-1.058217,3.2980623,-17.08421,16.533993,0.008004574,0.0066115703,0.0011435105774728416,0.0029243483788938336,0.04289241135120392,0.03755748271942139,False,5kpbmc vs Rest,5kpbmc,Rest
AC147651.1,0.1022,0.8978,-2.1730155618692124,2.8469706e-06,2.2680779e-06,1e-05,0.25,0.9144977,0.83298206,2.7575662,-14.78539,14.941554,0.0068610637,0.0016528926,0.0026681913474366306,0.0011443102352193262,0.013467554934322834,0.0161437951028347,False,5kpbmc vs Rest,5kpbmc,Rest
NYNRIN,0.102,0.898,-2.1751971681145754,5.0118837e-07,1.1152088e-06,1e-05,0.25,-0.88942784,-0.92912865,2.9589188,-12.767749,10.796797,0.0007623404,0.0007628735,0.0007623403849818944,0.000508582326764145,0.0017552099889144301,0.004594986792653799,False,5kpbmc vs Rest,5kpbmc,Rest
AUNIP,0.1016,0.8984,-2.1795717809855595,1.0613355e-06,3.8371405e-07,1e-05,0.25,1.6653904,1.7213097,2.337867,-8.55003,11.735782,0.0028587764,0.0019071837,0.002858776443682104,0.0015257469802924348,0.015112766064703465,0.001553485170006752,False,5kpbmc vs Rest,5kpbmc,Rest
LTBP1,0.1012,0.8988,-2.1839616957695305,3.5067417e-06,2.3601667e-06,1e-05,0.25,0.6210449,0.67122364,2.8794541,-13.940379,15.397976,0.0028587764,0.001525747,0.0015246807699637887,0.0012714558169103624,0.01584111526608467,0.018329471349716187,False,5kpbmc vs Rest,5kpbmc,Rest
CTNND2,0.1012,0.8988,-2.1839616957695305,1.123203e-06,1.98102e-07,1e-05,0.25,1.2618176,1.1645021,3.0547006,-9.424141,13.2449,0.0007623404,0.0,0.0005717552887364208,0.0,0.008716232143342495,0.0,False,5kpbmc vs Rest,5kpbmc,Rest
EXO1,0.101,0.899,-2.186162429743935,9.584973e-07,7.1708666e-07,1e-05,0.25,0.8800344,0.94206715,2.952813,-12.124254,11.549946,0.0017152659,0.0031786396,0.0013340956737183153,0.0019071837253655435,0.013107343576848507,0.0041228230111300945,False,5kpbmc vs Rest,5kpbmc,Rest
PLPP3,0.1008,0.8992,-2.1883670354168103,6.860502e-07,1.0420514e-06,1e-05,0.25,-0.53664404,-0.57546806,3.4194129,-11.90637,10.624633,0.0007623404,0.0012714558,0.0007623403849818944,0.0011443102352193262,0.0034388622734695673,0.008744345977902412,False,5kpbmc vs Rest,5kpbmc,Rest
WDR31,0.1008,0.8992,-2.1883670354168103,7.874868e-07,1.0612846e-06,1e-05,0.25,-0.5616282,-0.5908356,2.3607137,-8.0287075,7.444668,0.0011435106,0.0011443102,0.000952925481227368,0.0011443102352193262,0.012615829706192017,0.006757842376828194,False,5kpbmc vs Rest,5kpbmc,Rest
ADGRG3,0.1002,0.8998,-2.1950042390694944,1.2948815e-06,2.3642535e-06,1e-05,0.25,-0.50834244,-0.55578136,3.251885,-12.696425,10.882247,0.0005717553,0.0010171647,0.0005717552887364208,0.0008900190718372536,0.00632817717269063,0.01565912365913391,False,5kpbmc vs Rest,5kpbmc,Rest
CDH20,0.1,0.9,-2.1972244884473353,9.1275257e-07,7.2893897e-07,1e-05,0.25,0.01878328,0.011269569,3.1702704,-9.578087,10.667766,0.0009529255,0.0007628735,0.0007623403849818944,0.0007628734901462174,0.008417986333370209,0.012367978692054749,False,5kpbmc vs Rest,5kpbmc,Rest
GNG3,0.1,0.9,-2.1972244884473353,1.2578049e-06,1.3489432e-06,1e-05,0.25,0.023543555,-0.020809174,3.5018227,-12.466931,11.7337885,0.0013340957,0.002161475,0.0011435105774728416,0.00203432930705658,0.014048581011593342,0.01004326157271862,False,5kpbmc vs Rest,5kpbmc,Rest
TXNRD3,0.1,0.9,-2.1972244884473353,9.684918e-07,6.8567795e-07,1e-05,0.25,0.38198188,0.389719,2.63485,-8.038282,8.24143,0.0028587764,0.0010171647,0.0024776062511911567,0.00101716465352829,0.017542202025651932,0.014058731496334076,False,5kpbmc vs Rest,5kpbmc,Rest
KIT,0.0998,0.9002,-2.1994486884496607,1.3647386e-06,2.7096482e-06,1e-05,0.25,-0.2161074,-0.23720074,3.587387,-15.420186,12.877302,0.0028587764,0.0017800381,0.001905850962454736,0.0012714558169103624,0.012079651467502117,0.016764551401138306,False,5kpbmc vs Rest,5kpbmc,Rest
ZNF521,0.0994,0.9006,-2.2039090047050345,9.156136e-07,1.1862417e-06,1e-05,0.25,-0.5161125,-0.49463463,3.0664387,-11.471654,10.302651,0.0026681914,0.0011443102,0.0020964360587002098,0.0011443102352193262,0.009232055395841599,0.008618162013590336,False,5kpbmc vs Rest,5kpbmc,Rest
ALDH1L2,0.0988,0.9012,-2.2106295136860137,2.4879338e-07,9.170439e-07,1e-05,0.25,-1.9052746,-2.0413895,2.4659798,-10.81581,7.3688126,0.0007623404,0.0026700571,0.0007623403849818944,0.002161474888747616,0.010656499303877354,0.00936804711818695,False,5kpbmc vs Rest,5kpbmc,Rest
C2orf48,0.0988,0.9012,-2.2106295136860137,7.314772e-07,1.0338025e-06,1e-05,0.25,-1.001569,-0.9022989,3.2402687,-11.497061,12.278333,0.0015246808,0.0026700571,0.0011435105774728416,0.00203432930705658,0.006106401793658733,0.014775094576179981,False,5kpbmc vs Rest,5kpbmc,Rest
AC097534.1,0.0984,0.9016,-2.2151300681327406,1.0551423e-06,4.0875008e-07,1e-05,0.25,0.54568434,0.44992352,2.8995574,-8.146809,12.578976,0.0011435106,0.00038143675,0.000952925481227368,0.0003814367450731087,0.025851428508758545,0.0043380907736718655,False,5kpbmc vs Rest,5kpbmc,Rest
IGKV3-20,0.0984,0.9016,-2.2151300681327406,6.0819514e-07,1.1572062e-06,1e-05,0.25,-1.2399116,-1.2978477,3.0051572,-12.770742,10.641105,0.0013340957,0.0073744436,0.0007623403849818944,0.0017800381436745073,0.006837569642812014,0.014542675577104092,False,5kpbmc vs Rest,5kpbmc,Rest
IGLL5,0.098,0.902,-2.219646950437715,2.0954724e-06,1.19789565e-05,1e-05,0.25,-1.2530689,-1.0246,4.180862,-18.264847,14.64185,0.004764627,0.16198348,0.0036211168286639983,0.011061665607120153,0.03418925404548645,0.23147882521152496,False,5kpbmc vs Rest,5kpbmc,Rest
CHMP4C,0.098,0.902,-2.219646950437715,1.1232983e-06,8.8524513e-07,1e-05,0.25,0.30426207,0.3242464,3.0485628,-11.305477,13.273141,0.0011435106,0.00050858234,0.0007623403849818944,0.000508582326764145,0.006493644323199987,0.0027384902350604534,False,5kpbmc vs Rest,5kpbmc,Rest
AC091045.1,0.0978,0.9022,-2.2219115567680574,1.6105388e-06,9.753261e-06,1e-05,0.25,-1.742145,-1.6429186,3.94566,-16.048435,12.983955,0.0022870211,0.006993007,0.001905850962454736,0.006102987921169739,0.018320612609386444,0.0973830372095108,False,5kpbmc vs Rest,5kpbmc,Rest
UBE2C,0.0972,0.9028,-2.228730241672985,1.2565257e-06,3.4576506e-06,1e-05,0.25,-0.9320742,-0.87136555,2.9799137,-15.889122,13.893832,0.0093386695,0.049459632,0.0030493615399275775,0.006484424666242848,0.01907644420862198,0.05643114447593689,False,5kpbmc vs Rest,5kpbmc,Rest
TTLL10-AS1,0.097,0.903,-2.231011482895022,5.711794e-07,8.767451e-07,1e-05,0.25,-0.34418288,-0.31211472,3.2183046,-9.961492,9.497423,0.0007623404,0.00038143675,0.0005717552887364208,0.0003814367450731087,0.01273959968239069,0.0050919074565172195,False,5kpbmc vs Rest,5kpbmc,Rest
CA8,0.097,0.903,-2.231011482895022,1.33583e-06,1.5276305e-06,1e-05,0.25,-1.3399974,-1.3507509,2.9735482,-11.885629,12.562459,0.0024776063,0.0013986015,0.0017152658662092624,0.0012714558169103624,0.008047106675803661,0.013993664644658566,False,5kpbmc vs Rest,5kpbmc,Rest
SUCNR1,0.097,0.903,-2.231011482895022,1.0391728e-06,1.0331818e-06,1e-05,0.25,-1.1198123,-1.2623167,3.3769858,-12.177391,10.8573675,0.003811702,0.0019071837,0.0030493615399275775,0.0017800381436745073,0.008086012676358223,0.00620353315025568,False,5kpbmc vs Rest,5kpbmc,Rest
AC037487.1,0.0966,0.9034,-2.2355865895516622,1.0534017e-06,6.9003033e-07,1e-05,0.25,0.16954887,0.19919395,3.0353923,-9.809113,10.82126,0.0036211167,0.00025429117,0.0007623403849818944,0.0002542911633820725,0.007703459355980158,0.0033428347669541836,False,5kpbmc vs Rest,5kpbmc,Rest
SPATA45,0.0964,0.9036,-2.2378804903097578,4.5201398e-07,9.3357556e-07,1e-05,0.25,-0.8938668,-0.8788862,3.2634165,-10.444253,9.439825,0.0003811702,0.0010171647,0.0003811701924909472,0.0007628734901462174,0.0031433014664798975,0.014404973946511745,False,5kpbmc vs Rest,5kpbmc,Rest
PITX1,0.0952,0.9048,-2.251733889014746,9.415019e-07,2.93297e-07,1e-05,0.25,0.9718094,0.88859177,2.9594913,-9.21309,11.563415,0.0009529255,0.00012714558,0.0007623403849818944,0.00012714558169103624,0.008920948952436447,0.0003185009700246155,False,5kpbmc vs Rest,5kpbmc,Rest
L1CAM,0.0952,0.9048,-2.251733889014746,1.1958462e-06,1.4310789e-06,1e-05,0.25,0.34435987,0.403697,3.4588995,-12.101951,11.549817,0.0013340957,0.0007628735,0.0011435105774728416,0.0007628734901462174,0.014570293948054314,0.013486356474459171,False,5kpbmc vs Rest,5kpbmc,Rest
